Buffer, Bandwidth, PreviousQuality, PreviousBandwidth, Quality
7949,12127,5,9164,5
7540,6751,5,12127,5
3540,8774,5,6751,3
4392,9489,3,8774,3
5322,11709,3,9489,4
5753,12748,4,11709,4
6304,8506,4,12748,5
4912,7750,5,8506,4
4593,9601,4,7750,3
5535,11105,3,9601,4
5886,9675,4,11105,4
6009,11508,4,9675,4
6414,12495,4,11508,5
6073,9764,5,12495,4
6212,10283,4,9764,5
5389,9475,5,10283,4
5474,10926,4,9475,4
5800,9876,4,10926,4
5958,9886,4,9876,4
6118,7776,4,9886,4
5807,5574,4,7776,4
4621,4714,4,5574,4
2873,3170,4,4714,2
3827,3594,2,3170,3
3168,2914,3,3594,2
4038,2332,2,2914,3
38,2039,3,2332,1
2000,4034,1,2039,1
3701,4093,1,4034,2
4868,2299,2,4093,3
868,3014,3,2299,1
2503,3058,1,3014,2
3422,3750,2,3058,3
2869,3159,3,3750,2
3819,3170,2,3159,3
2818,1256,3,3170,2
2330,87,2,1256,1
0,2170,1,87,1
2000,2170,1,2170,1
3531,3756,1,2170,2
4632,3784,2,3756,3
4101,233,3,3784,3
101,1787,3,233,1
2000,3691,1,1787,1
3683,3826,1,3691,2
4799,1997,2,3826,3
799,1479,3,1997,1
2158,1479,1,1479,1
3517,2112,1,1479,2
3997,1317,2,2112,3
0,2878,3,1317,1
2000,2915,1,2878,1
3625,2958,1,2915,2
4511,3349,2,2958,3
3664,2109,3,3349,3
0,1699,3,2109,1
2000,2028,1,1699,1
3505,2058,1,2028,2
3947,1774,2,2058,3
0,2082,3,1774,1
2000,2082,1,2082,1
3515,722,1,2082,2
0,4440,2,722,1
2000,4440,1,4440,1
3719,4504,1,4440,2
4953,4465,2,4504,3
0,3337,1,0,1
2000,3454,1,3337,1
4000,3454,1,3454,1
6000,6720,1,3454,1
7780,6720,1,6720,1
9561,6720,1,6720,1
11342,6720,1,6720,1
13123,3826,1,6720,2
14239,5305,2,3826,2
15574,5316,2,5305,2
16910,4805,2,5316,2
18185,6296,2,4805,2
19609,6296,2,6296,2
21032,9500,2,6296,3
21964,2824,3,9500,3
20606,5169,3,2824,3
20727,5240,3,5169,4
19344,7686,4,5240,4
19007,1217,4,7686,4
15007,11038,4,1217,4
15348,2055,4,11038,4
11348,3469,4,2055,4
7348,2901,4,3469,3
6078,1890,3,2901,2
6392,2589,2,1890,3
4739,1279,3,2589,2
4294,2491,2,1279,2
4990,489,2,2491,2
990,2521,2,489,1
2572,2521,1,2521,1
4155,2903,1,2521,2
5022,5050,2,2903,2
6328,5050,2,5050,2
7634,2188,2,5050,3
3634,1011,3,2188,2
2568,986,2,1011,1
3657,1045,1,986,2
2687,1041,2,1045,1
3819,2691,1,1041,2
4604,1256,2,2691,2
4116,1401,2,1256,2
3876,2824,2,1401,2
4714,1367,2,2824,2
4421,1378,2,1367,2
4144,1367,2,1378,2
3851,255,2,1367,2
0,273,2,255,1
2000,580,1,273,1
2521,723,1,580,1
3315,3771,1,723,1
5003,3826,1,3771,2
6119,3337,2,3826,2
7120,1689,2,3337,2
7245,4945,2,1689,3
7285,11186,3,4945,3
8362,15418,3,11186,3
9666,15418,3,15418,3
10969,10949,3,15418,4
11298,9027,4,10949,4
11293,2983,4,9027,4
7293,2768,4,2983,3
5870,88,3,2768,2
1870,4604,2,88,1
3596,4604,1,4604,1
5322,4148,1,4604,2
6499,4148,2,4148,2
7676,1807,2,4148,3
3676,7185,3,1807,2
5158,9433,2,7185,2
6740,9433,2,9433,2
8322,6263,2,9433,3
8753,8205,3,6263,3
9532,8406,3,8205,3
10338,2589,3,8406,3
8685,8897,3,2589,3
9551,12012,3,8897,3
10685,8647,3,12012,4
10596,23944,4,8647,4
11778,24291,4,23944,4
12970,17955,4,24291,4
13912,31833,4,17955,5
14932,30413,5,31833,5
15912,37433,5,30413,5
17064,11680,5,37433,5
16567,13994,5,11680,5
16466,28964,5,13994,5
17399,43732,5,28964,5
18659,43759,5,43732,5
19919,46565,5,43759,5
21218,27239,5,46565,5
22090,14362,5,27239,5
22040,20085,5,14362,5
22546,11568,5,20085,5
22026,14642,5,11568,5
22014,12260,5,14642,5
21630,9724,5,12260,5
20651,13737,5,9724,5
20512,20790,5,13737,5
21065,17894,5,20790,5
21401,9110,5,17894,5
20228,5789,5,9110,5
16228,15044,5,5789,5
16266,3017,5,15044,5
12266,3051,5,3017,5
8266,5038,5,3051,4
6753,2111,4,5038,4
2753,2191,4,2111,2
3283,1123,2,2191,2
2512,1645,2,1123,1
3926,4193,1,1645,2
5110,7032,2,4193,3
5702,7479,3,7032,3
6372,5262,3,7479,4
5004,10170,4,5262,3
5999,7278,3,10170,3
6635,6784,3,7278,4
6000,7128,4,6784,4
5487,3338,4,7128,3
4631,1327,3,3338,3
631,1140,3,1327,1
2000,5525,1,1140,1
3755,5606,1,5525,2
5120,4163,2,5606,3
4810,4911,3,4163,3
4837,8563,3,4911,3
5662,7446,3,8563,3
6327,4066,3,7446,4
2327,8124,4,4066,1
4128,8243,1,8124,2
5665,8272,2,8243,3
6452,5630,3,8272,4
5298,177,4,5630,3
1298,4780,3,177,1
3030,4850,1,4780,2
4312,5150,2,4850,2
5629,5169,2,5150,3
5750,3024,3,5169,3
4608,4566,3,3024,3
4493,10108,3,4566,3
5483,6821,3,10108,3
6034,2544,3,6821,3
4319,1452,3,2544,2
4154,7342,2,1452,2
5645,7369,2,7342,3
6297,4755,3,7369,3
6262,11410,3,4755,3
7356,8358,3,11410,4
7198,7508,4,8358,4
6807,2636,4,7508,4
2807,3225,4,2636,2
3777,3503,2,3225,2
4821,3349,2,3503,3
3974,4805,3,3349,2
5250,2176,2,4805,3
1250,3497,3,2176,1
2921,3548,1,3497,2
3975,7219,2,3548,2
5460,4532,2,7219,3
5330,2690,3,4532,3
3810,3759,3,2690,2
4912,10316,2,3759,3
5921,4577,3,10316,3
5811,6909,3,4577,3
6379,5682,3,6909,3
6660,5217,3,5682,4
5263,5146,4,5217,3
5375,6274,3,5146,3
5809,8038,3,6274,3
6564,9181,3,8038,4
6591,5152,4,9181,4
5153,12827,4,5152,3
6336,10672,3,12827,3
7374,7999,3,10672,4
7124,7497,4,7999,4
6730,5229,4,7497,4
5340,4856,4,5229,3
5346,6117,3,4856,3
5742,7390,3,6117,3
6397,7530,3,7390,4
6013,6407,4,7530,3
6478,5999,3,6407,4
5511,6117,4,5999,3
5907,6073,3,6117,3
6292,6167,3,6073,4
5403,7211,4,6167,3
6027,8004,3,7211,3
6778,8915,3,8004,4
6749,9273,4,8915,4
6794,7831,4,9273,4
6498,7307,4,7831,4
6044,6095,4,7307,3
6435,8111,3,6095,4
6214,8558,4,8111,4
6104,7396,4,8558,4
5679,8261,4,7396,3
6465,9631,3,8261,4
6579,9351,4,9631,4
6640,7407,4,9351,4
6218,7486,4,7407,4
5820,8897,4,7486,3
6686,8592,3,8897,4
6585,6770,4,8592,4
5944,8350,4,6770,3
6743,9139,3,8350,4
6761,10904,4,9139,4
7083,7307,4,10904,4
6629,7955,4,7307,4
6367,5440,4,7955,4
5106,7937,4,5440,3
5847,6485,3,7937,3
6329,8971,3,6485,4
6311,6100,4,8971,4
5392,9545,4,6100,3
6328,10167,3,9545,4
6536,8826,4,10167,4
6488,8759,4,8826,4
6424,7050,4,8759,4
5885,16301,4,7050,4
6730,14167,4,16301,4
7416,9184,4,14167,4
7443,7731,4,9184,4
7118,7943,4,7731,4
6853,11049,4,7943,4
7197,7117,4,11049,4
6680,3675,4,7117,4
2680,3871,4,3675,2
0,5894,1,0,1
2000,6271,1,5894,1
4000,6271,1,6271,1
6000,6271,1,6271,1
7772,3179,1,6271,1
9420,3179,1,3179,1
11069,3179,1,3179,1
12717,4078,1,3179,1
14421,4078,1,4078,1
16125,4078,1,4078,1
17829,8354,1,4078,2
19370,8354,2,8354,2
20910,17900,2,8354,2
22643,18074,2,17900,3
24034,18074,3,18074,3
25425,12894,3,18074,4
25991,17916,4,12894,5
26328,12797,5,17916,5
26040,12607,5,12797,5
25719,12339,5,12607,5
25350,13304,5,12339,6
21350,10129,6,13304,6
17350,7915,6,10129,1
19149,8069,1,7915,5
17579,16072,5,8069,5
17737,11747,5,16072,5
17254,12898,5,11747,5
16983,8483,5,12898,5
15582,3777,5,8483,5
11582,3821,5,3777,5
7582,7913,5,3821,5
5944,11831,5,7913,4
6390,12424,4,11831,4
6906,8058,4,12424,5
5331,4279,5,8058,4
1331,2938,4,4279,1
2959,2981,1,2938,2
3853,4911,2,2981,3
3880,2991,3,4911,3
2705,8421,3,2991,2
4248,8451,2,8421,3
5060,11363,3,8451,4
5446,9564,4,11363,4
5548,8781,4,9564,4
5489,10312,4,8781,4
5721,6859,4,10312,4
5114,8949,4,6859,4
5092,9508,4,8949,4
5183,9296,4,9508,4
5233,10938,4,9296,4
5560,9407,4,10938,4
5632,11932,4,9407,4
6091,11150,4,11932,4
6448,11546,4,11150,5
5923,9707,5,11546,4
6051,12827,4,9707,4
6610,10740,4,12827,5
5904,12038,5,10740,4
6375,15022,4,12038,5
6411,17023,5,15022,5
6666,26043,5,17023,5
7491,23673,5,26043,5
8208,12150,5,23673,5
7804,15994,5,12150,5
7953,16844,5,15994,5
8191,9366,5,16844,5
7102,17648,5,9366,5
7415,16352,5,17648,5
7603,9578,5,16352,5
6580,502,5,9578,5
2580,25464,5,502,2
4362,25555,2,25464,3
5902,24906,3,25555,4
7111,24914,4,24906,5
7887,20958,5,24914,5
8451,16922,5,20958,5
8697,19660,5,16922,5
9173,14709,5,19660,5
9169,18166,5,14709,5
9528,21460,5,18166,5
10123,22187,5,21460,5
10761,22823,5,22187,5
11434,21739,5,22823,5
12046,15105,5,21739,6
8046,11993,6,15105,5
7612,11780,5,11993,5
7135,13904,5,11780,5
7021,12943,5,13904,5
6758,12184,5,12943,5
6360,13233,5,12184,5
6144,13714,5,13233,5
6002,12954,5,13714,5
5741,16307,5,12954,5
5924,26063,5,16307,5
6749,15860,5,26063,5
6884,20644,5,15860,5
7428,23148,5,20644,5
8118,32235,5,23148,5
9150,26993,5,32235,5
10012,32683,5,26993,5
11056,34426,5,32683,6
10980,23491,6,34426,6
9986,30535,6,23491,6
9659,17525,6,30535,5
9961,17531,5,17525,6
7983,24858,6,17531,5
8756,22913,5,24858,5
9434,25607,5,22913,5
10241,19857,5,25607,6
8716,20544,6,19857,5
9254,22612,5,20544,5
9915,19655,5,22612,6
8356,19940,6,19655,5
8852,17470,5,19940,5
9149,13830,5,17470,6
5149,16766,6,13830,5
5379,18543,5,16766,5
5769,19001,5,18543,5
6195,15927,5,19001,5
6337,13088,5,15927,5
6098,13506,5,13088,5
5925,15759,5,13506,5
6048,16698,5,15759,5
6271,26422,5,16698,5
7112,29162,5,26422,5
8052,31687,5,29162,5
9068,42097,5,31687,6
9353,36719,6,42097,6
9401,39648,6,36719,6
9586,34661,6,39648,6
9524,26789,6,34661,6
8886,32818,6,26789,6
8714,28478,6,32818,6
8226,30994,6,28478,6
7932,29576,6,30994,5
8885,30562,5,29576,6
8560,36976,6,30562,6
8621,24363,6,36976,6
7730,31207,6,24363,5
8733,39335,5,31207,6
8904,30860,6,39335,6
8601,29172,6,30860,6
8170,27002,6,29172,6
7551,38216,6,27002,5
8719,34594,5,38216,6
8653,27685,6,34594,6
8097,21310,6,27685,6
6806,23718,6,21310,5
7526,25962,5,23718,6
6807,25197,6,25962,5
7595,30926,5,25197,6
7297,21054,6,30926,6
5967,15268,6,21054,5
6033,28134,5,15268,5
6938,29017,5,28134,5
7873,28254,5,29017,6
7366,26320,6,28254,6
6683,35286,6,26320,5
7789,34538,5,35286,6
7720,32447,6,34538,6
7525,29886,6,32447,6
7149,21043,6,29886,6
5818,21616,6,21043,5
6423,19593,5,21616,5
6894,14910,5,19593,5
6916,14697,5,14910,5
6911,16408,5,14697,5
7104,12299,5,16408,6
3104,12381,6,12299,3
4261,13922,3,12381,4
4926,14932,4,13922,5
4951,15290,5,14932,5
5019,18688,5,15290,5
5421,28804,5,18688,5
6349,29150,5,28804,5
7288,33096,5,29150,6
7134,30278,6,33096,6
6788,30816,6,30278,5
7779,28288,5,30816,6
7276,27863,6,28288,6
6735,32984,6,27863,5
7786,31273,5,32984,6
7512,31676,6,31273,6
7265,23581,6,31676,6
6282,22823,6,23581,5
6955,23905,5,22823,6
6010,25059,6,23905,5
6793,24095,5,25059,6
5871,40495,6,24095,5
7079,40509,5,40495,6
7301,50092,6,40509,6
7843,47665,6,50092,6
8317,49857,6,47665,6
8853,34415,6,49857,6
8777,35645,6,34415,6
8769,38094,6,35645,6
8884,41743,6,38094,6
9155,44333,6,41743,6
9521,37468,6,44333,6
9606,35656,6,37468,6
9599,36148,6,35656,6
9618,32850,6,36148,6
9448,36462,6,32850,6
9483,27539,6,36462,6
8914,30502,6,27539,6
8585,27662,6,30502,6
8027,23055,6,27662,6
6977,23636,6,23055,6
6000,17984,6,23636,5
6343,18616,5,17984,6
4591,20074,6,18616,5
5096,20667,5,20074,5
5641,20320,5,20667,5
6163,23021,5,20320,6
5110,23640,6,23021,5
5825,26021,5,23640,5
6649,28377,5,26021,6
6153,27147,6,28377,6
5548,26133,6,27147,5
6377,28098,5,26133,6
5856,29542,6,28098,5
6809,25001,5,29542,6
5989,28625,6,25001,5
6911,25883,5,28625,6
6183,23279,6,25883,6
5162,15893,6,23279,5
0,1169,1,0,1
2000,2651,1,1169,1
4000,2718,1,2651,1
6000,2718,1,2718,1
7605,2872,1,2718,1
9227,2872,1,2872,1
10848,2872,1,2872,1
12470,1085,1,2872,1
13633,1133,1,1085,2
12887,7908,2,1133,2
14408,9966,2,7908,2
16007,9966,2,9966,2
17606,18755,2,9966,2
19346,18755,2,18755,2
21086,18823,2,18755,3
22497,18532,3,18823,3
23901,18547,3,18532,4
24873,15178,4,18547,5
24929,14015,5,15178,5
24831,4439,5,14015,5
20831,16823,5,4439,5
21066,10539,5,16823,5
20310,25104,5,10539,5
21095,20197,5,25104,5
21608,7365,5,20197,5
19707,4548,5,7365,5
15707,14977,5,4548,5
15737,7197,5,14977,5
13747,11870,5,7197,5
13289,13770,5,11870,5
13155,9701,5,13770,5
12169,8707,5,9701,5
10853,9455,5,8707,5
9792,5110,5,9455,5
5792,6304,5,5110,4
4964,4089,4,6304,4
964,9,4,4089,1
0,241,1,9,1
2000,11183,1,241,1
3828,11346,1,11183,2
5464,11387,2,11346,3
6556,2768,3,11387,3
5132,4710,3,2768,3
5079,590,3,4710,3
1079,108,3,590,1
0,229,1,108,1
2000,1808,1,229,1
3457,1801,1,1808,2
3692,3080,2,1801,2
4618,1790,2,3080,2
4842,4137,2,1790,2
6017,2511,2,4137,3
4254,8721,3,2511,2
5811,8752,2,8721,3
6659,9679,3,8752,3
7609,9511,3,9679,3
8542,7988,3,9511,4
8289,8815,4,7988,4
8238,8558,4,8815,4
8128,11810,4,8558,4
8571,5106,4,11810,4
7103,4721,4,5106,3
7055,3840,3,4721,3
6559,8462,3,3840,3
7372,2044,3,8462,4
3372,9187,4,2044,2
4945,9220,2,9187,3
5847,13519,3,9220,3
7067,7814,3,13519,3
7790,8838,3,7814,4
7744,7673,4,8838,4
7402,11642,4,7673,4
7825,12704,4,11642,4
8371,15541,4,12704,4
9164,12982,4,15541,4
9739,13843,4,12982,4
10397,14944,4,13843,5
10423,13222,5,14944,5
10206,30380,5,13222,5
11184,13099,5,30380,5
10946,12049,5,13099,5
10523,10684,5,12049,5
9802,12127,5,10684,5
9393,28949,5,12127,5
10326,25506,5,28949,5
11128,20958,5,25506,5
11692,22455,5,20958,5
12345,19158,5,22455,5
12784,22924,5,19158,5
13462,25864,5,22924,5
14280,28121,5,25864,5
15184,24174,5,28121,5
15926,14944,5,24174,5
15952,30693,5,14944,5
16940,33408,5,30693,5
18002,29442,5,33408,5
18951,32750,5,29442,5
19996,36349,5,32750,5
21126,38027,5,36349,6
21237,18247,6,38027,6
19411,23603,6,18247,6
18430,14999,6,23603,1
20277,15295,1,14999,6
16277,19144,6,15295,1
18135,19515,1,19144,5
18600,20551,5,19515,6
17191,23353,6,20551,1
19057,23815,1,23353,6
18102,22653,6,23815,6
17000,22784,6,22653,1
18865,23234,1,22784,6
17838,26666,6,23234,6
17188,20059,6,26666,6
15698,27641,6,20059,1
17569,28187,1,27641,6
17057,29474,6,28187,6
16650,20081,6,29474,6
15164,18354,6,20081,1
17020,18717,1,18354,6
15287,16830,6,18717,1
17140,17162,1,16830,6
13140,18292,6,17162,6
11322,14110,6,18292,6
7322,12383,6,14110,5
6961,7264,5,12383,5
5007,29945,5,7264,4
6333,43715,4,29945,5
7592,34516,5,43715,5
8681,31788,5,34516,5
9700,35544,5,31788,5
10812,35556,5,35544,6
10800,23335,6,35556,6
9786,33999,6,23335,5
10862,34012,5,33999,6
10763,29629,6,34012,6
10368,22731,6,29629,6
9277,16519,6,22731,5
9482,14608,5,16519,5
9465,9467,5,14608,5
8408,11803,5,9467,5
7935,11859,5,11803,5
7474,8941,5,11859,5
6243,11993,5,8941,5
5808,10249,5,11993,5
4976,7374,5,10249,4
4544,27397,4,7374,4
5816,27407,4,27397,5
6695,16318,5,27407,5
6879,8384,5,16318,5
5439,24634,5,8384,5
6203,16855,5,24634,5
6441,23237,5,16855,5
7136,21214,5,23237,5
7717,16821,5,21214,5
7952,10193,5,16821,5
7105,10573,5,10193,5
6357,10528,5,10573,5
5598,15916,5,10528,5
5739,13737,5,15916,5
5600,11411,5,13737,5
5047,13658,5,11411,5
4897,8938,5,13658,4
4872,23374,4,8938,4
6037,44519,4,23374,5
7308,17883,5,44519,5
7642,24533,5,17883,5
8401,28636,5,24533,5
9323,20014,5,28636,6
7825,11758,6,20014,5
7344,18856,5,11758,5
7759,16307,5,18856,5
7942,18308,5,16307,5
8313,11232,5,18308,5
7720,24600,5,11232,5
8482,26937,5,24600,5
9342,12053,5,26937,6
5342,15089,6,12053,5
5387,16464,5,15089,5
5586,31062,5,16464,5
6585,26467,5,31062,5
7427,20801,5,26467,5
7981,17738,5,20801,5
8302,20007,5,17738,5
8803,8818,5,20007,5
7528,10059,5,8818,5
6644,11344,5,10059,5
6076,11076,5,11344,5
5448,30368,5,11076,5
6426,6415,5,30368,5
2426,6963,5,6415,2
3896,6988,2,6963,3
4479,17810,3,6988,4
5414,21281,4,17810,5
5998,16702,5,21281,5
6221,9343,5,16702,5
5125,9724,5,9343,5
4145,22726,5,9724,4
5289,9086,4,22726,5
4107,17095,5,9086,4
5001,23494,4,17095,5
5709,16631,5,23494,5
5926,9556,5,16631,5
4896,17693,5,9556,5
5213,15100,5,17693,5
5259,5677,5,15100,5
1259,5844,5,5677,1
3022,5929,1,5844,2
4416,6877,2,5929,3
4978,4703,3,6877,4
3222,8317,4,4703,3
4016,12838,3,8317,4
4576,5653,4,12838,4
3434,5313,4,5653,3
3602,21123,3,5313,3
5067,21140,3,21123,4
6153,16922,4,21140,5
6398,12887,5,16922,5
6126,16441,5,12887,5
6323,14507,5,16441,5
6293,12473,5,14507,5
5948,13614,5,12473,5
5791,17319,5,13614,5
6075,14049,5,17319,5
5982,13267,5,14049,5
5772,13043,5,13267,5
5525,9265,5,13043,5
0,13621,1,0,1
2000,15821,1,13621,1
4000,15821,1,15821,1
6000,15821,1,15821,1
7849,15821,1,15821,1
9698,15821,1,15821,1
11548,15821,1,15821,1
13397,16052,1,15821,2
15110,16052,2,16052,2
16823,16052,2,16052,2
18537,10657,2,16052,2
20155,10657,2,10657,2
21774,10695,2,10657,3
22813,10695,3,10695,3
23853,11865,3,10695,4
24304,13748,4,11865,5
24167,12540,5,13748,5
23834,16732,5,12540,5
24061,18621,5,16732,5
24457,18627,5,18621,6
22707,15541,6,18627,6
18707,18090,6,15541,6
16848,21166,6,18090,6
15535,21764,6,21166,1
17399,22194,1,21764,6
16235,19376,6,22194,6
14625,17609,6,19376,6
12664,23983,6,17609,6
11729,20249,6,23983,6
10270,20741,6,20249,6
8892,21411,6,20741,6
7616,9019,6,21411,5
6412,19302,5,9019,5
6861,23226,5,19302,5
7556,17704,5,23226,5
7874,17710,5,17704,6
5935,24490,6,17710,5
6691,23975,5,24490,5
7424,18274,5,23975,5
7791,18280,5,18274,6
5972,24567,6,18280,5
6732,22064,5,24567,5
7363,22071,5,22064,6
6182,21866,6,22071,5
6802,21866,5,21866,5
7421,16682,5,21866,6
3421,23486,6,16682,4
4589,22746,4,23486,5
5258,22746,5,22746,5
5927,23371,5,22746,5
6629,21281,5,23371,5
7213,21288,5,21281,6
5919,22388,6,21288,5
6568,22388,5,22388,5
7218,18426,5,22388,6
5427,22712,6,18426,5
6094,22712,5,22712,5
6762,23480,5,22712,6
5766,21169,6,23480,5
6343,20555,5,21169,5
6881,23178,5,20555,6
5847,18945,6,23178,5
6269,16810,5,18945,5
6503,20103,5,16810,6
5021,21717,6,20103,5
5632,22030,5,21717,5
6261,19627,5,22030,5
6734,19634,5,19627,6
5171,12820,6,19634,5
4887,8248,5,12820,5
3392,14089,5,8248,4
4071,8282,4,14089,5
2591,8410,5,8282,2
4134,8440,2,8410,3
4944,8447,3,8440,4
4808,5778,4,8447,5
808,10580,5,5778,1
2632,10734,1,10580,2
4253,10773,2,10734,3
5299,17430,3,10773,4
6212,17437,4,17430,5
6506,14373,5,17437,5
6458,16531,5,14373,5
6665,11046,5,16531,6
2665,8911,6,11046,3
3532,8915,3,8911,4
3503,13251,4,8915,4
4105,9064,4,13251,5
2916,11231,5,9064,3
3997,8010,3,11231,4
3750,7139,4,8010,4
3241,6010,4,7139,4
2279,5428,4,6010,2
3626,5447,2,5428,3
3838,5451,3,5447,4
2583,5494,4,5451,2
3937,5514,2,5494,3
4168,6111,3,5514,4
3254,4692,4,6111,4
2000,4846,4,4692,1
3734,4916,1,4846,2
5024,4934,2,4916,3
5060,11049,3,4934,4
5403,11053,4,11049,5
4770,5096,5,11053,5
770,5442,5,5096,1
2523,5521,1,5442,2
3880,5541,2,5521,3
4120,4524,3,5541,4
2218,3650,4,4524,1
3899,3704,1,3650,2
4989,3661,2,3704,3
4377,4468,3,3661,4
2428,5361,4,4468,2
3768,5905,2,5361,3
4110,4044,3,5905,4
110,3858,4,4044,1
2000,3858,1,3858,1
3692,3915,1,3858,2
4826,3929,2,3915,3
4384,3325,3,3929,4
384,3810,4,3325,1
2074,4165,1,3810,1
3782,4226,1,4165,2
4973,4241,2,4226,3
4704,1809,3,4241,4
704,3628,4,1809,1
2383,3681,1,3628,2
3468,3694,2,3681,3
2878,2255,3,3694,3
0,569,3,2255,1
2000,1282,1,569,1
3276,1334,1,1282,2
2928,513,2,1334,3
0,5745,3,513,1
2000,5745,1,5745,1
3760,5828,1,5745,2
5146,5849,2,5828,3
5473,3530,3,5849,4
1473,5010,4,3530,1
3213,5083,1,5010,2
4523,5102,2,5083,3
4620,11128,3,5102,4
4974,8181,4,11128,5
3452,27386,5,8181,3
5016,27028,3,27386,4
6280,27038,4,27028,5
7144,19873,5,27038,5
7635,19873,5,19873,5
8126,12316,5,19873,5
7753,11590,5,12316,5
7237,10696,5,11590,5
6520,15301,5,10696,5
6590,8595,5,15301,5
5232,20902,5,8595,5
5792,17872,5,20902,5
6126,16162,5,17872,5
6293,14038,5,16162,5
6199,14955,5,14038,5
6227,9746,5,14955,5
5254,23070,5,9746,5
5940,22778,5,23070,5
6611,22778,5,22778,5
7282,32873,5,22778,5
8330,22509,5,32873,6
7209,28491,6,22509,5
8126,28501,5,28491,6
7641,22198,6,28501,5
8279,17251,5,22198,6
4279,15363,6,17251,4
5060,18163,4,15363,5
5418,18163,5,18163,5
5777,17838,5,18163,5
6107,15313,5,17838,5
6179,17012,5,15313,5
6433,17012,5,17012,5
6687,18733,5,17012,5
7092,16788,5,18733,5
7324,14250,5,16788,5
7259,9813,5,14250,5
6306,16296,5,9813,5
6488,16296,5,16296,5
6670,14496,5,16296,5
6639,15290,5,14496,5
6707,18699,5,15290,5
7110,13368,5,18699,5
6915,10052,5,13368,5
6030,9724,5,10052,5
5051,11758,5,9724,5
4569,11814,5,11758,5
4099,10133,5,11814,4
4302,7184,4,10133,4
3808,5709,4,7184,4
2695,6118,4,5709,2
4105,7881,2,6118,3
4838,7887,3,7881,4
4557,6572,4,7887,5
557,7927,5,6572,1
2356,8043,1,7927,2
3883,11432,2,8043,3
4979,11441,3,11432,4
5375,5934,4,11441,5
1375,6753,5,5934,1
3157,5494,1,6753,2
4511,5514,2,5494,3
4742,10033,3,5514,4
4928,10863,4,10033,5
4251,10324,5,10863,4
4485,15693,4,10324,5
4601,10807,5,15693,5
3910,8871,5,10807,4
3871,15094,4,8871,4
4632,13882,4,15094,5
4515,13882,5,13882,5
4398,15083,5,13882,4
5157,10673,4,15083,5
4434,13911,5,10673,4
5098,11780,4,13911,5
4621,9992,5,11780,5
3719,27374,5,9992,4
4990,27384,4,27374,5
5868,37086,5,27384,5
7013,37086,5,37086,5
8158,23927,5,37086,6
7216,25920,6,23927,5
8036,25928,5,25920,6
0,433,1,0,1
2000,2324,1,433,1
4000,2324,1,2324,1
6000,2619,1,2324,1
7594,2619,1,2619,1
9189,2619,1,2619,1
10783,2949,1,2619,1
12412,2949,1,2949,1
14041,4101,1,2949,1
15746,4133,1,4101,1
17452,4193,1,4133,2
18637,4060,2,4193,2
19798,3414,2,4060,2
20819,4060,2,3414,2
21981,2377,2,4060,3
20012,3873,3,2377,3
19536,4387,3,3873,3
19339,3898,3,4387,3
18879,4665,3,3898,3
18808,5839,3,4665,3
19132,6893,3,5839,4
18537,5117,4,6893,4
17076,4659,4,5117,4
15284,5518,4,4659,4
14068,3285,4,5518,4
10068,3569,4,3285,4
6068,5269,4,3569,3
6222,2366,3,5269,3
4235,1857,3,2366,2
4519,3603,2,1857,2
5587,2769,2,3603,2
6403,3248,2,2769,3
5471,6885,3,3248,2
6936,3103,2,6885,3
5871,1573,3,3103,3
1871,2202,3,1573,1
3408,2235,1,2202,2
3966,1801,2,2235,2
4201,1256,2,1801,2
3713,734,2,1256,2
0,4122,2,734,1
2000,4122,1,4122,1
3705,4182,1,4122,2
4888,2513,2,4182,2
5595,5372,2,2513,2
6936,5391,2,5372,3
7130,3728,3,5391,3
6562,3873,3,3728,3
6087,3170,3,3873,3
5085,4148,3,3170,2
6262,4085,2,4148,3
5911,3907,3,4085,3
5456,10534,3,3907,2
7071,10572,2,10534,3
8101,8585,3,10572,3
8930,6792,3,8585,4
8297,2546,4,6792,4
4297,2803,4,2546,2
5127,5206,2,2803,2
6451,6631,2,5206,3
6964,5057,3,6631,3
7044,7960,3,5057,3
7789,4766,3,7960,3
7759,11610,3,4766,3
8866,5498,3,11610,4
7638,7661,4,5498,3
8337,7374,3,7661,4
7905,16760,4,7374,4
8779,11061,4,16760,4
9124,15978,4,11061,4
9947,14357,4,15978,4
10649,14787,4,14357,5
10656,22729,5,14787,5
11324,13994,5,22729,5
11223,16900,5,13994,5
11466,19269,5,16900,5
11913,25477,5,19269,5
12714,11825,5,25477,5
12246,15212,5,11825,5
12306,13759,5,15212,5
12171,17213,5,13759,5
12444,11557,5,17213,5
11921,11635,5,11557,5
11415,9958,5,11635,5
10503,16587,5,9958,5
10715,6986,5,16587,5
6715,8759,5,6986,4
6652,10270,4,8759,4
6877,8803,4,10270,4
6823,2379,4,8803,4
2823,3036,4,2379,2
3736,577,2,3036,2
0,8464,2,577,1
2000,7444,1,8464,1
3792,7552,1,7444,2
5295,7579,2,7552,3
5981,17642,3,7579,4
6906,7955,4,17642,4
6644,11363,4,7955,4
7031,5296,4,11363,4
5683,3217,4,5296,4
1683,10843,4,3217,1
3509,11001,1,10843,2
5136,11040,2,11001,3
6203,7038,3,11040,4
5659,972,4,7038,4
1659,964,4,972,1
2730,3559,1,964,2
3787,1133,2,3559,2
3042,8576,2,1133,2
