Buffer, Bandwidth, PreviousQuality, PreviousBandwidth, Quality
4592,8607,2,8576,3
5423,3080,3,8607,3
4336,2477,3,3080,3
2523,2587,3,2477,1
4114,2304,1,2587,2
4712,1327,2,2304,3
712,76,3,1327,1
0,899,1,76,1
2000,482,1,899,1
2241,1688,1,482,1
3667,1712,1,1688,2
3816,1879,2,1712,2
4120,1708,2,1879,3
120,1051,3,1708,1
2000,1995,1,1051,1
3499,2024,1,1995,2
3916,1857,2,2024,2
4201,2410,2,1857,3
2285,3255,3,2410,1
3939,88,1,3255,2
0,2257,2,88,1
2000,2257,1,2257,1
3545,1078,1,2257,2
2663,3115,2,1078,1
4306,2436,1,3115,2
4975,1340,2,2436,3
975,2642,3,1340,1
2572,1798,1,2642,1
4027,1824,1,1798,2
4282,3792,2,1824,2
5391,7628,2,3792,3
6085,9422,3,7628,3
7009,14536,3,9422,4
7726,334,4,14536,4
3726,4071,4,334,2
4889,6586,2,4071,3
5392,2890,3,6586,3
4110,4048,3,2890,2
5269,3304,2,4048,3
4385,7675,3,3304,2
5894,7702,2,7675,3
6599,6799,3,7702,3
7146,3619,3,6799,4
3146,1212,4,3619,2
2572,4298,2,1212,1
4286,4360,1,4298,2
5498,6687,2,4360,3
6022,5749,3,6687,3
6322,803,3,5749,3
2322,8573,3,803,1
4129,8698,1,8573,2
5684,8729,2,8698,3
6530,5034,3,8729,3
6602,8082,3,5034,3
7364,6490,3,8082,4
6614,6701,4,6490,3
7141,12783,3,6701,4
7696,7932,4,12783,4
7428,5943,4,7932,4
6434,20754,4,5943,3
7890,20771,3,20754,4
8962,16581,4,20771,4
9825,6807,4,16581,5
5825,5046,5,6807,3
5902,1685,3,5046,3
1902,7849,3,1685,1
3700,7964,1,7849,2
5223,8808,2,7964,3
6079,4543,3,8808,3
5954,7479,3,4543,3
6624,1998,3,7479,3
2624,312,3,1998,1
2000,4286,1,312,1
3713,4348,1,4286,2
4923,2533,2,4348,3
3192,4071,3,2533,2
4355,10155,2,4071,2
5960,10192,2,10155,3
6957,4367,3,10192,4
2957,3715,4,4367,2
4049,277,2,3715,2
49,6896,2,277,1
2000,6896,1,6896,1
3783,6229,1,6896,2
5202,6252,2,6229,3
5630,2712,3,6252,3
4138,3114,3,2712,2
5075,8651,2,3114,3
5912,22172,3,8651,3
7397,27598,3,22172,4
8674,20179,4,27598,4
9721,15983,4,20179,5
9870,19113,5,15983,5
10305,24623,5,19113,5
11067,19258,5,24623,5
11514,3978,5,19258,5
7514,20603,5,3978,4
8579,9932,4,20603,4
8747,10994,4,9932,4
9083,6268,4,10994,4
8239,6245,4,6268,4
7385,26167,4,6245,4
8627,24134,4,26167,4
9815,17260,4,24134,5
10093,16855,5,17260,5
10331,16363,5,16855,5
10520,4705,5,16363,5
6520,10382,5,4705,4
6764,7585,4,10382,4
6396,6402,4,7585,4
5610,13039,4,6402,3
6804,16164,3,13039,4
7640,22860,4,16164,4
8788,23427,4,22860,5
9492,19615,5,23427,5
9965,12853,5,19615,5
0,18063,1,0,1
2000,22148,1,18063,1
4000,22148,1,22148,1
6000,22148,1,22148,1
7863,22148,1,22148,1
9727,22148,1,22148,1
11591,15514,1,22148,1
13440,15741,1,15514,2
15149,15741,2,15741,2
16858,15741,2,15741,2
18568,32149,2,15741,2
20375,32149,2,32149,2
22181,32264,2,32149,3
23796,32290,3,32264,4
25163,28177,4,32290,5
26070,28625,5,28177,5
26992,22913,5,28625,5
27670,9190,5,22913,6
23670,18605,6,9190,6
21915,9167,6,18605,6
17915,28858,6,9167,6
17458,33924,6,28858,6
17354,27047,6,33924,6
16740,28457,6,27047,6
16250,29652,6,28457,6
15857,29876,6,29652,6
15481,26901,6,29876,6
14853,27539,6,26901,6
14284,23681,6,27539,6
13313,25548,6,23681,6
12551,28650,6,25548,6
12078,24229,6,28650,6
11171,37759,6,24229,6
11270,26387,6,37759,6
10593,33119,6,26387,6
10440,43304,6,33119,6
10770,36070,6,43304,6
10785,34068,6,36070,6
10689,32324,6,34068,6
10485,28735,6,32324,6
10019,33700,6,28735,6
9901,29585,6,33700,6
9502,38362,6,29585,6
9630,30469,6,38362,6
9298,34840,6,30469,6
9246,44132,6,34840,6
9606,29830,6,44132,6
9226,40386,6,29830,6
9442,35131,6,40386,6
9407,42588,6,35131,6
9710,42164,6,42588,6
9997,43203,6,42164,6
10323,26062,6,43203,6
9614,41639,6,26062,6
9881,42410,6,41639,6
10178,32011,6,42410,6
9954,46324,6,32011,6
10386,34404,6,46324,6
10309,35343,6,34404,6
10285,43382,6,35343,6
10618,25204,6,43382,6
9820,22652,6,25204,6
8718,19846,6,22652,6
7192,27293,6,19846,6
6600,27136,6,27293,6
5994,35231,6,27136,6
5964,25604,6,35231,6
5209,22574,6,25604,6
4096,35846,6,22574,5
5215,40766,5,35846,6
5447,35544,6,40766,6
5434,30088,6,35544,6
5074,29786,6,30088,6
4691,32381,6,29786,5
5727,32000,5,32381,6
5502,23726,6,32000,6
4536,26747,6,23726,5
5389,18314,5,26747,6
3576,25685,6,18314,5
4386,19929,5,25685,5
4881,21359,5,19929,5
5470,38943,5,21359,6
5624,42823,6,38943,6
5936,41437,6,42823,6
6195,41449,6,41437,6
6454,41158,6,41449,6
6702,42422,6,41158,6
6999,41024,6,42422,6
7242,42354,6,41024,6
7536,36775,6,42354,6
7587,12165,6,36775,6
3587,11534,6,12165,5
3060,23039,5,11534,4
4213,25462,4,23039,5
5013,32626,5,25462,6
4829,41952,6,32626,6
5108,37524,6,41952,6
5196,42377,6,37524,6
5492,41281,6,42377,6
5744,40498,6,41281,6
5965,27147,6,40498,6
5360,25593,6,27147,6
4604,38740,6,25593,5
5781,38753,5,38740,6
5926,29217,6,38753,6
5499,19499,6,29217,6
3911,23584,6,19499,5
4624,13480,5,23584,5
4447,12194,5,13480,5
4051,17827,5,12194,5
4380,42876,5,17827,5
5627,45573,5,42876,6
6035,41426,6,45573,6
6294,28433,6,41426,6
5802,39167,6,28433,6
5966,37535,6,39167,6
6054,16973,6,37535,6
2054,34089,6,16973,1
3931,34586,1,34089,2
5744,34710,2,34586,3
7379,29329,3,34710,6
6961,21556,6,29329,6
5706,35556,6,21556,6
5694,31206,6,35556,6
5415,34683,6,31206,6
5354,31709,6,34683,6
5110,43494,6,31709,6
5446,30367,6,43494,6
5107,27730,6,30367,6
4555,43726,6,27730,5
5815,43740,5,43726,6
6160,34314,6,43740,6
6078,21020,6,34314,6
4743,33186,6,21020,6
4594,41871,6,33186,5
5826,41885,5,41871,6
6102,42209,6,41885,6
6391,41661,6,42209,6
6659,35557,6,41661,6
6646,42097,6,35557,6
6931,40766,6,42097,6
7163,40956,6,40766,6
7403,41404,6,40956,6
7660,41527,6,41404,6
7923,41359,6,41527,6
8179,41527,6,41359,6
8441,32638,6,41527,6
8258,39469,6,32638,6
8435,44915,6,39469,6
8821,42164,6,44915,6
9108,42410,6,42164,6
9405,42468,6,42410,6
9704,42142,6,42468,6
9990,40207,6,42142,6
10199,40565,6,40207,6
10423,38206,6,40565,6
10543,45541,6,38206,6
10950,36741,6,45541,6
10999,40107,6,36741,6
11203,33264,6,40107,6
11059,28445,6,33264,6
10569,15172,6,28445,6
6569,44244,6,15172,6
6932,42053,6,44244,6
7215,23970,6,42053,6
6278,42924,6,23970,6
6594,30032,6,42924,6
6230,38630,6,30032,6
6369,29429,6,38630,6
5959,44042,6,29429,6
6315,31609,6,44042,6
6063,46994,6,31609,6
6516,42131,6,46994,6
6802,40655,6,42131,6
7030,41001,6,40655,6
7271,41616,6,41001,6
7537,18280,6,41616,6
5718,22328,6,18280,6
4572,21813,6,22328,6
3355,16150,6,21813,5
3521,25283,5,16150,5
4314,28021,5,25283,5
5215,35902,5,28021,6
5221,24341,6,35902,6
4327,17034,6,24341,5
4583,19074,5,17034,6
2918,9977,6,19074,4
3094,17514,4,9977,5
3396,28323,5,17514,5
4307,36795,5,28323,5
5446,40095,5,36795,6
5650,36147,6,40095,6
5669,28769,6,36147,6
5206,31228,6,28769,6
4928,28344,6,31228,6
4429,34885,6,28344,5
5526,30904,5,34885,6
5226,20540,6,30904,6
3815,20141,6,20540,5
4325,23282,5,20141,5
5023,7524,5,23282,6
1023,30580,6,7524,1
2897,31026,1,30580,2
4700,31137,2,31026,3
6304,36101,3,31137,4
7728,36126,4,36101,6
7746,41963,6,36126,6
8025,42086,6,41963,6
8309,29451,6,42086,6
7901,44870,6,29451,6
8285,42019,6,44870,6
8567,36506,6,42019,6
8604,46402,6,36506,6
9039,42064,6,46402,6
9322,42600,6,42064,6
9626,42287,6,42600,6
9918,42510,6,42287,6
10218,42299,6,42510,6
10511,41773,6,42299,6
10783,41918,6,41773,6
11061,43930,6,41918,6
11413,41001,6,43930,6
11654,47626,6,41001,6
12126,42019,6,47626,6
12408,41583,6,42019,6
12673,39279,6,41583,6
0,13229,1,0,1
2000,15295,1,13229,1
4000,15295,1,15295,1
6000,15295,1,15295,1
7847,15295,1,15295,1
9695,19666,1,15295,1
11554,19779,1,19666,1
13414,20067,1,19779,2
15164,20067,2,20067,2
16915,20067,2,20067,2
18665,25328,2,20067,2
20447,25363,2,25328,2
22229,25454,2,25363,3
23767,25475,3,25454,4
24992,26088,4,25475,5
25819,16430,5,26088,5
26015,10361,5,16430,5
25212,10740,5,10361,5
24505,21366,5,10740,6
23223,21244,6,21366,6
21922,21254,6,21244,6
20623,12545,6,21254,6
16623,5634,6,12545,6
12623,14020,6,5634,6
8623,4885,6,14020,5
4623,6391,5,4885,4
3831,6899,4,6391,3
4398,5977,3,6899,4
3420,3237,4,5977,3
2479,2858,3,3237,2
3329,6631,2,2858,3
3842,7055,3,6631,3
4438,4792,3,7055,4
2749,7086,4,4792,2
4226,6787,2,7086,3
4770,5485,3,6787,4
3535,4856,4,5485,3
3540,4934,3,4856,3
3576,5570,3,4934,3
3824,8864,3,5570,3
4687,11005,3,8864,4
5024,9899,4,11005,4
5186,11228,4,9899,4
5554,10726,4,11228,4
5851,12138,4,10726,5
5444,12793,5,12138,4
6000,6493,4,12793,5
2000,4604,5,6493,1
3726,4672,1,4604,2
4984,3985,2,4672,3
4575,12935,3,3985,4
5146,9274,4,12935,4
5191,8625,4,9274,4
5097,8156,4,8625,4
4888,9542,4,8156,4
4986,6402,4,9542,4
4199,8249,4,6402,3
4984,7653,3,8249,4
4637,2591,4,7653,4
637,4385,4,2591,1
2354,4385,1,4385,1
4072,4449,1,4385,2
5297,5782,2,4449,3
5607,2725,3,5782,4
1607,920,4,2725,1
2638,1412,1,920,2
2414,4177,2,1412,1
4122,4238,1,4177,2
5314,4253,2,4238,3
5051,3854,3,4253,4
1051,1326,4,3854,1
2348,2390,1,1326,1
3914,2425,1,2390,2
4577,758,2,2425,3
577,5865,3,758,1
2340,5865,1,5865,1
4104,5951,1,5865,2
5500,7624,2,5951,3
6193,2737,3,7624,4
2193,6140,4,2737,1
3963,6229,1,6140,2
5381,88,2,6229,3
1381,2411,3,88,1
2950,2446,1,2411,2
3624,2891,2,2446,2
4486,2500,2,2891,3
2707,3227,3,2500,1
4359,3258,1,3227,2
5338,4432,2,3258,3
5163,2176,3,4432,3
1163,5108,3,2176,1
2906,5183,1,5108,2
4227,989,2,5183,2
3096,2558,2,989,2
3824,1457,2,2558,2
3665,2493,2,1457,2
4362,2433,2,2493,3
2482,1424,3,2433,1
3820,1445,1,1424,2
3644,2046,2,1445,2
4078,1523,2,2046,2
4010,789,2,1523,2
2111,4275,2,789,1
3824,4337,1,4275,2
5032,4889,2,4337,3
5051,3259,3,4889,3
4128,3637,3,3259,2
5203,5827,2,3637,3
5525,4342,3,5827,3
5306,8115,3,4342,3
6073,2477,3,8115,3
4259,4839,3,2477,2
5540,7926,2,4839,3
6279,6374,3,7926,3
6736,6189,3,6374,4
5857,6129,4,6189,3
6256,9489,3,6129,3
7186,7809,3,9489,4
6884,7943,4,7809,4
6619,7876,4,7943,4
6335,5563,4,7876,4
5144,4599,4,5563,3
5043,8205,3,4599,3
5822,5738,3,8205,3
6119,7825,3,5738,3
6843,11161,3,7825,4
7202,7831,4,11161,4
6906,2044,4,7831,4
2906,4104,4,2044,2
4075,3848,2,4104,2
5195,3259,2,3848,3
4273,8988,3,3259,2
5839,9020,2,8988,3
6719,6290,3,9020,4
5884,3226,4,6290,3
4933,2869,3,3226,3
3626,8565,3,2869,2
5176,8596,2,8565,3
6006,8908,3,8596,3
6873,10982,3,8908,4
7207,8859,4,10982,4
7166,7776,4,8859,4
6854,3128,4,7776,4
2854,3981,4,3128,2
4000,5850,2,3981,2
5388,4398,2,5850,3
5196,1271,3,4398,3
1196,3990,3,1271,1
2895,4048,1,3990,2
4054,5895,2,4048,2
5446,2679,2,5895,3
3912,2346,3,2679,2
4533,3471,2,2346,3
3784,7498,3,3471,2
5283,1863,2,7498,3
1283,5952,3,1863,1
3049,6039,1,5952,2
4452,5124,2,6039,3
4557,3739,3,5124,3
3997,5861,3,3739,2
5385,2879,2,5861,3
4090,3281,3,2879,2
5076,2578,2,3281,3
3408,2891,3,2578,2
4271,3337,2,2891,2
5272,2544,2,3337,3
3556,1291,3,2544,2
3133,7275,2,1291,2
4620,1874,2,7275,3
620,1961,3,1874,1
2113,1961,1,1961,1
3605,1879,1,1961,2
3909,978,2,1879,2
2744,2949,2,978,1
4373,4794,1,2949,2
5647,6441,2,4794,3
6119,10237,3,6441,3
7120,15508,3,10237,4
7911,9228,4,15508,4
7947,4636,4,9228,4
6138,3940,4,4636,3
5703,4622,3,3940,3
5612,4174,3,4622,3
5309,4376,3,4174,3
5106,6586,3,4376,3
5610,4208,3,6586,3
5324,7044,3,4208,3
5918,8126,3,7044,3
6686,5462,3,8126,4
5437,6586,4,5462,3
5940,5124,3,6586,3
6045,7680,3,5124,3
6747,6569,3,7680,4
6029,3817,4,6569,3
5519,5291,3,3817,3
5681,5496,3,5291,3
5907,4822,3,5496,3
5899,6017,3,4822,3
6270,13084,3,6017,4
6856,4423,4,13084,4
4868,6184,4,4423,3
5280,11722,3,6184,3
6395,13609,3,11722,4
7031,6346,4,13609,4
6221,7016,4,6346,4
5670,20154,4,7016,3
7113,20179,3,20154,4
8161,16569,4,20179,4
9023,25137,4,16569,5
9809,20510,5,25137,5
10344,20812,5,20510,5
10898,2894,5,20812,5
6898,20938,5,2894,4
7977,23173,4,20938,4
9135,21549,4,23173,5
9735,22388,5,21549,5
10385,8416,5,22388,5
8958,12898,5,8416,5
8687,17368,5,12898,5
8975,17883,5,17368,5
9309,6236,5,17883,5
5309,6731,5,6236,3
5842,13049,3,6731,4
6424,8916,4,13049,4
6395,13653,4,8916,4
7036,2994,4,13653,4
0,20331,1,0,1
2000,25656,1,20331,1
4000,25656,1,25656,1
6000,25656,1,25656,1
7868,25656,1,25656,1
9737,25656,1,25656,1
11606,22942,1,25656,1
13471,23228,1,22942,2
15242,23228,2,23228,2
17013,23228,2,23228,2
18784,23228,2,23228,2
20554,24773,2,23228,2
22333,24862,2,24773,3
23863,24882,3,24862,4
25072,21225,4,24882,5
25653,14194,5,21225,5
25580,37175,5,14194,5
26727,37188,5,37175,6
26799,24486,6,37188,6
25922,37155,6,24486,6
25991,34046,6,37155,6
25894,22227,6,34046,6
24735,27309,6,22227,6
24145,29608,6,27309,6
23748,38061,6,29608,6
23862,44780,6,38061,6
24243,18806,6,44780,6
22527,17084,6,18806,6
18527,22742,6,17084,6
17438,16045,6,22742,6
13438,16078,6,16045,6
9438,12030,6,16078,6
5438,9880,6,12030,5
4504,11456,5,9880,5
3960,10558,5,11456,4
4230,15268,4,10558,5
4297,12194,5,15268,5
3900,9598,5,12194,4
4008,10451,4,9598,5
3229,12157,5,10451,3
4373,11441,3,12157,4
4769,11590,4,11441,5
4253,8438,5,11590,5
2835,8496,5,8438,3
3652,16101,3,8496,4
4484,7264,4,16101,5
2530,8631,5,7264,2
4082,8662,2,8631,3
4920,11217,3,8662,4
5287,10528,4,11217,5
4528,8528,5,10528,5
3144,12448,5,8528,3
4305,10781,3,12448,4
4610,6707,4,10781,5
610,5643,5,6707,1
2368,5762,1,5643,2
3748,5782,2,5762,3
4057,4983,3,5782,4
2505,5695,4,4983,2
3879,5716,2,5695,3
4169,5217,3,5716,4
2772,3963,4,5217,3
2351,1567,3,3963,2
2337,1200,2,1567,2
2000,4791,2,1200,1
3733,7242,1,4791,2
5218,7268,2,7242,3
5853,4591,3,7268,4
4007,882,4,4591,4
7,1007,4,882,1
2000,1786,1,1007,1
3452,1056,1,1786,2
2512,800,2,1056,2
2000,404,2,800,1
2000,306,1,404,1
2000,569,1,306,1
2495,3270,1,569,2
3478,2656,2,3270,3
2000,2797,3,2656,1
3614,2835,1,2797,2
4456,2957,2,2835,3
3245,780,3,2957,3
0,854,3,780,1
2000,3266,1,854,1
3655,1345,1,3266,2
3325,3907,2,1345,3
2871,7230,3,3907,2
4356,4141,2,7230,3
4035,3362,3,4141,4
35,2608,4,3362,1
2000,5459,1,2608,1
3753,5539,1,5459,2
5111,5079,2,5539,3
5200,9151,3,5079,4
5221,479,4,9151,4
1221,2861,4,479,1
2841,1245,1,2861,2
2332,2312,2,1245,1
3886,2013,1,2312,2
4296,1763,2,2013,3
296,1995,3,1763,1
2000,4275,1,1995,1
3712,4337,1,4275,2
4921,4062,2,4337,3
4556,3731,3,4062,4
556,3332,4,3731,1
2216,3596,1,3332,1
3894,3648,1,3596,2
4972,1986,2,3648,3
972,2378,3,1986,1
2535,2413,1,2378,2
3192,3191,2,2413,2
4152,2513,2,3191,3
2392,2927,3,2513,1
4019,867,1,2927,2
2460,9900,2,867,2
4057,8596,2,9900,3
4887,10133,3,8596,4
5090,10860,4,10133,4
5406,5489,4,10860,4
4173,881,4,5489,3
173,1863,3,881,1
2000,1863,1,1863,1
3470,2101,1,1863,2
3943,2188,2,2101,3
0,1534,3,2188,1
2000,4594,1,1534,1
3725,4661,1,4594,2
4982,2858,2,4661,3
3663,1708,3,2858,3
0,1808,3,1708,1
2000,3497,1,1808,1
3671,3548,1,3497,2
4725,2935,2,3548,3
3492,1395,3,2935,3
0,4649,3,1395,1
2000,4100,1,4649,1
3704,4160,1,4100,2
4883,5593,2,4160,3
5139,6938,3,5593,4
4560,8428,4,6938,3
5368,8023,3,8428,4
5124,7497,4,8023,4
4730,6598,4,7497,3
5236,8669,3,6598,4
5152,10949,4,8669,4
5481,7630,4,10949,4
5127,8625,4,7630,4
5033,9524,4,8625,4
5127,6156,4,9524,4
4234,6296,4,6156,3
4672,5815,3,6296,3
4990,3966,3,5815,4
990,1677,4,3966,1
2414,1677,1,1677,1
3837,1912,1,1677,2
4168,2076,2,1912,3
168,1534,3,2076,1
2000,1106,1,1534,1
3177,3348,1,1106,2
4181,8283,2,3348,3
4970,222,3,8283,4
970,646,4,222,1
2000,6436,1,646,1
3775,8476,1,6436,2
5321,8507,2,8476,3
6140,5955,3,8507,4
5152,7155,4,5955,3
5766,9038,3,7155,4
5763,9352,4,9038,4
5824,9876,4,9352,4
5983,7787,4,9876,4
5674,8602,4,7787,4
5575,6413,4,8602,4
4793,16913,4,6413,3
6149,16927,3,16913,4
7033,10234,4,16927,4
7252,7284,4,10234,4
6791,15262,4,7284,4
7564,4179,4,15262,5
3564,9556,5,4179,2
5150,9590,2,9556,3
6091,6301,3,9590,4
5261,21251,4,6301,4
6351,18536,4,21251,4
7324,10505,4,18536,5
6558,12323,5,10505,4
7063,11508,4,12323,4
7468,10841,4,11508,5
6786,12681,5,10841,4
7329,18084,4,12681,5
7681,11053,5,18084,5
7048,25663,5,11053,5
7857,26165,5,25663,5
8687,29787,5,26165,5
9647,28882,5,29787,5
10577,27407,5,28882,5
11456,25518,5,27407,5
12258,27172,5,25518,5
13128,32996,5,27172,5
14179,22556,5,32996,5
14838,31098,5,22556,5
15838,20861,5,31098,5
16395,22890,5,20861,5
17072,20879,5,22890,5
17631,8002,5,20879,5
16032,15536,5,8002,5
16130,15346,5,15536,5
16205,34102,5,15346,5
17284,22209,5,34102,5
17924,35600,5,22209,6
17914,27337,6,35600,6
17326,22323,6,27337,1
19190,22764,1,22323,6
18103,18616,6,22764,6
16351,22192,6,18616,1
18215,22630,1,22192,6
17110,15644,6,22630,6
13110,24710,6,15644,6
12258,7066,6,24710,6
8258,41032,6,7066,5
9475,28367,5,41032,5
10388,27697,5,28367,5
11278,27239,5,27697,5
12150,25370,5,27239,6
11369,18420,6,25370,5
0,411,1,0,1
2000,4319,1,411,1
4000,4319,1,4319,1
6000,4319,1,4319,1
7714,4747,1,4319,1
9446,4747,1,4747,1
11177,4747,1,4747,1
12909,4747,1,4747,1
14640,4944,1,4747,1
16378,4944,1,4944,1
18117,5016,1,4944,2
19419,4616,2,5016,2
20669,4605,2,4616,2
21917,4605,2,4605,2
23166,5083,2,4605,3
23256,4654,3,5083,3
23180,4822,3,4654,3
23172,4848,3,4822,4
21524,4468,4,4848,4
19576,4737,4,4468,4
17845,4882,4,4737,4
16222,4871,4,4882,4
14592,4725,4,4871,4
12852,5161,4,4725,4
11420,4748,4,5161,4
9697,10077,4,4748,4
9891,11374,4,10077,4
10278,12021,4,11374,4
10748,9887,4,12021,4
10908,7231,4,9887,5
8936,13094,5,7231,4
9523,13855,4,13094,4
10182,17135,4,13855,5
10447,15369,5,17135,5
10526,18487,5,15369,5
10911,21426,5,18487,5
11504,13166,5,21426,5
11278,21762,5,13166,5
11891,18789,5,21762,5
12301,18319,5,18789,5
12672,25126,5,18319,5
13458,29307,5,25126,5
14403,25439,5,29307,5
15202,14586,5,25439,5
15183,22176,5,14586,5
15820,29167,5,22176,5
16760,30559,5,29167,5
17744,32872,5,30559,6
17575,21244,6,32872,6
16274,32403,6,21244,6
16076,36629,6,32403,6
16119,28892,6,36629,6
15666,41091,6,28892,6
15911,35287,6,41091,6
15884,35455,6,35287,6
15866,33286,6,35455,6
15723,34817,6,33286,6
15670,36361,6,34817,6
15700,17855,6,36361,6
13792,33264,6,17855,6
13647,27360,6,33264,6
13062,22470,6,27360,6
11936,21992,6,22470,6
10744,22574,6,21992,6
9632,24889,6,22574,6
8800,36316,6,24889,6
8827,49899,6,36316,6
9364,46704,6,49899,6
9808,53066,6,46704,6
10427,50163,6,53066,6
10971,41281,6,50163,6
11224,50819,6,41281,6
11786,51355,6,50819,6
12362,53983,6,51355,6
13002,67266,6,53983,6
13891,40722,6,67266,6
14122,55447,6,40722,6
14795,47911,6,55447,6
15276,58646,6,47911,6
16016,49879,6,58646,6
16553,52764,6,49879,6
17164,60647,6,52764,6
17943,57180,6,60647,6
18654,73248,6,57180,6
19626,74187,6,73248,6
20609,79051,6,74187,6
21649,63107,6,79051,6
22471,61083,6,63107,6
23258,58142,6,61083,6
23989,47050,6,58142,6
24443,37658,6,47050,6
24538,61105,6,37658,6
25325,66103,6,61105,6
26196,58914,6,66103,6
26942,40252,6,58914,6
27152,33007,6,40252,6
26992,58478,6,33007,6
27730,55279,6,58478,6
28399,67233,6,55279,6
28888,58388,6,67233,6
28735,55994,6,58388,6
28685,64705,6,55994,6
28849,63644,6,64705,6
28831,70621,6,63644,6
28937,54509,6,70621,6
28652,48705,6,54509,6
28503,54385,6,48705,6
28649,25191,6,54385,6
27200,52372,6,25191,6
27802,55559,6,52372,6
28478,43561,6,55559,6
28338,41616,6,43561,6
28266,44993,6,41616,6
28388,45250,6,44993,6
28397,50439,6,45250,6
28551,55560,6,50439,6
28676,54419,6,55560,6
28650,58009,6,54419,6
28727,57852,6,58009,6
28724,61463,6,57852,6
28793,62436,6,61463,6
28810,49866,6,62436,6
28536,56912,6,49866,6
28705,45021,6,56912,6
28389,52686,6,45021,6
28609,51064,6,52686,6
28568,39167,6,51064,6
28163,33845,6,39167,6
27890,40655,6,33845,6
28118,51187,6,40655,6
28571,39983,6,51187,6
28199,43450,6,39983,6
28335,41285,6,43450,6
28252,42075,6,41285,6
28283,31262,6,42075,6
27724,46346,6,31262,6
28157,49790,6,46346,6
28534,46145,6,49790,6
28426,46067,6,46145,6
28423,39279,6,46067,6
28168,28981,6,39279,6
27553,17208,6,28981,6
23553,19317,6,17208,6
21933,17924,6,19317,6
20039,15297,6,17924,6
16039,20416,6,15297,6
14609,18224,6,20416,6
12778,21802,6,18224,6
11559,18728,6,21802,6
9828,20506,6,18728,6
8412,22453,6,20506,6
7283,19298,6,22453,6
5660,19287,6,19298,6
4034,16542,6,19287,5
4242,13837,5,16542,5
4118,11277,5,13837,5
3535,6907,5,11277,5
0,12970,5,6907,1
2000,12970,1,12970,1
3838,13159,1,12970,2
5510,13207,2,13159,3
6713,26156,3,13207,4
7956,15552,4,26156,6
3956,14496,6,15552,5
3924,17213,5,14496,5
4198,8829,5,17213,5
2927,26078,5,8829,4
4167,24746,4,26078,5
4936,16805,5,24746,6
936,15251,6,16805,1
2783,15474,1,15251,2
4489,15529,2,15474,3
5797,12167,3,15529,4
6283,18487,4,12167,5
6669,24654,5,18487,6
5811,16839,6,24654,6
1811,12959,6,16839,1
3649,13148,1,12959,2
5321,17259,2,13148,3
6688,17273,3,17259,4
7592,10386,4,17273,6
3592,14228,6,10386,5
3524,19124,5,14228,5
3960,13815,5,19124,5
3833,9030,5,13815,5
2633,20899,5,9030,3
4092,18469,3,20899,4
5061,23170,4,18469,5
5753,22004,5,23170,6
4563,17771,6,22004,5
4887,19455,5,17771,6
3292,19369,6,19455,5
3746,19436,5,19369,5
4206,14050,5,19436,5
4113,21482,5,14050,5
4710,21337,5,21482,5
5297,19948,5,21337,6
3789,20812,6,19948,5
4343,16654,5,20812,5
4562,9847,5,16654,5
3619,11635,5,9847,5
3112,16782,5,11635,4
3987,22612,4,16782,5
4649,18274,5,22612,5
5017,25604,5,18274,6
4261,24802,6,25604,5
5032,25061,5,24802,6
4219,25025,6,25061,5
5000,25493,5,25025,6
4233,15682,6,25493,5
4347,9097,5,15682,5
3169,15781,5,9097,5
3295,20264,5,15781,5
3814,16967,5,20264,5
4063,22209,5,16967,5
4703,23785,5,22209,5
5425,15877,5,23785,6
1425,15394,6,15877,1
3273,15618,1,15394,2
4981,15674,2,15618,3
6294,12055,3,15674,4
6768,11859,4,12055,5
6307,14870,5,11859,6
2307,11880,6,14870,2
3954,11923,2,11880,3
5083,12603,3,11923,4
0,14704,1,0,1
2000,14704,1,14704,1
4000,14704,1,14704,1
6000,14704,1,14704,1
7845,14704,1,14704,1
9691,14704,1,14704,1
11536,14704,1,14704,1
13382,21248,1,14704,2
15141,21248,2,21248,2
16900,21248,2,21248,2
18658,21248,2,21248,2
20417,30959,2,21248,2
22220,31070,2,30959,3
23824,31096,3,31070,4
25171,35018,4,31096,5
26271,45671,5,35018,5
27558,45671,5,45671,5
28845,33053,5,45671,6
27842,37077,6,33053,6
27908,21892,6,37077,6
26702,32963,6,21892,6
26539,34812,6,32963,6
26486,31228,6,34812,6
26208,21388,6,31228,6
24929,32190,6,21388,6
24717,35187,6,32190,6
24684,31258,6,35187,6
24409,31218,6,31258,6
24131,34124,6,31218,6
24038,40241,6,34124,6
24248,29630,6,40241,6
23853,28143,6,29630,6
23337,34907,6,28143,6
23289,34813,6,34907,6
23236,33461,6,34813,6
23104,33742,6,33461,6
22988,24778,6,33742,6
22144,40142,6,24778,6
22350,29570,6,40142,6
21950,32347,6,29570,6
21748,23547,6,32347,6
20760,27393,6,23547,6
20178,25593,6,27393,6
19421,18325,6,25593,6
17611,32918,6,18325,6
17445,17151,6,32918,6
13445,23860,6,17151,6
12495,34008,6,23860,6
12395,27214,6,34008,6
11797,21556,6,27214,6
10542,33320,6,21556,6
10402,10644,6,33320,6
6402,24129,6,10644,6
5483,28556,6,24129,6
5002,23667,6,28556,5
5719,25593,5,23667,6
4962,12708,6,25593,5
4659,22142,5,12708,5
5294,24531,5,22142,6
4423,27318,6,24531,5
5298,27349,5,27318,6
